Pool,Skill,Task,Quantity
Sta05_Elec,SKILL,Plane3_2AJ430-05-369W,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-508Y,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-509U,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-511U,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-513U,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-566W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-571W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-572W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-577W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-579C,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-602C,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-604C,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-645W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-647W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-649W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-662C,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-679C,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-701U,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-702U,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-703U,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-705U,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-707U,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-708U,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-734W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-735W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-736W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-737W,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-738C,1
Sta05_Elec,SKILL,Plane3_2AJ430-05-747W,1
Sta05_Plumb,SKILL,Plane3_2AJ430-05-800U,1
Sta05_Test,SKILL,Plane3_2AJ430-05-8A44A,1
Sta05_Test,SKILL,Plane3_2AJ430-05-8B13,1
Sta05_Test,SKILL,Plane3_2AJ430-05-8B32,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-200C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-205C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-210C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-215C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-220C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-225C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-230C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-235C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-250C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-255C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-260C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-265C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-275C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-301C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-305C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-310C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-315C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-320C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-321C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-322C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-325C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-330C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-335C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-350C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-365C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-370C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-375C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-380C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-385C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-390C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-395C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-398C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-700C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-705C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-710C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-711C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-712C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-715C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-720C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-725C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-730C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-732C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-733C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-734C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-735C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-736C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-738C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-744C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-746C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-750C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-755C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-775C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-780C,1
Sta01_Struct,SKILL,Plane3_2AJ440-01-795C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-105C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-110C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-150C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-155C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-765C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-770C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-785C,1
Sta02_Struct,SKILL,Plane3_2AJ440-02-790C,1
Sta02_Test,SKILL,Plane3_2AJ440-02-8A02,1
Sta02_Test,SKILL,Plane3_2AJ440-02-8A03,1
Sta02_Test,SKILL,Plane3_2AJ440-02-8A04,1
Sta02_Test,SKILL,Plane3_2AJ440-02-8A05,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-101C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-235C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-240C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-325C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-330C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-335C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-340C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-425C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-430C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-460CA,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-465C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-470C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-510C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-515C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-526C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-528C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-529C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-532C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-533C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-536C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-537C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-540C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-541C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-544C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-545C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-550C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-551C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-554C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-555C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-558C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-559C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-562C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-563C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-566C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-567C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-570C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-571C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-574C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-575C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-628C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-629C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-632C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-633C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-636C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-637C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-640C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-641C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-644C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-645C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-650C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-651C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-654C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-655C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-658C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-659C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-662C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-663C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-666C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-667C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-670C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-671C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-674C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-675C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-705C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-710C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-715C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-720C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-725C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-730C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-755C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-760C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-765D,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-770D,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-775C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-780C,1
Sta01_STEM,SKILL,Plane3_2AJ450-01-8MV4,2
Sta01_STEM,SKILL,Plane3_2AJ450-01-8MV5,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-915C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-925C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-930C,2
Sta01_Struct,SKILL,Plane3_2AJ450-01-935C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-940C,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-LF01,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-LF02,1
Sta01_Struct,SKILL,Plane3_2AJ450-01-MV01A,2
Sta03_Struct,SKILL,Plane4_2AJ420-03-655C,1
Sta03_Struct,SKILL,Plane4_2AJ420-03-660C,1
Sta04_Struct,SKILL,Plane4_2AJ420-04-605C,1
Sta04_Struct,SKILL,Plane4_2AJ420-04-610C,1
Sta05_Struct,SKILL,Plane4_2AJ420-05-03FAA,1
Sta05_Struct,SKILL,Plane4_2AJ420-05-04FAA,1
Sta05_Struct,SKILL,Plane4_2AJ420-05-06FAA,1
Sta05_Struct,SKILL,Plane4_2AJ420-05-07FAA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-005UA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-009UA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-011UA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-014WA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-504YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-505YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-506YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-507YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-540WB,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-541WA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-601CA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-605YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-606UA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-607YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-608YB,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-609UB,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-610YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-611YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-612YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-613YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-614YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-615CA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-621WB,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-622WB,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-625CA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-648CA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-704UA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-706YA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-726UA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-728CA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-745CA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-752WA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-754CA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-757YA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-821WA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-823CA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-825CA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-829CA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-831WA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-833WA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-837WA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-839WA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-903XA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-904UA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-905UA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-906XA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-950WA,1
Sta01_Elec,SKILL,Plane4_2AJ430-01-951WA,1
Sta01_Plumb,SKILL,Plane4_2AJ430-01-989UB,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-013UA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-017UA,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-029WA,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-031WA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-104YA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-105Y,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-106YA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-107YA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-108YA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-109Y,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-116UA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-118U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-144UA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-145U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-147U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-148UB,1
Sta02_Struct,SKILL,Plane4_2AJ430-02-1MV2A,4
Sta02_Plumb,SKILL,Plane4_2AJ430-02-201C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-202C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-203C,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-251W,1
Sta02_Struct,SKILL,Plane4_2AJ430-02-267C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-304Y,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-305Y,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-306Y,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-307Y,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-311U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-313UA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-317U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-319U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-321U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-327U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-329U,1
Sta02_Struct,SKILL,Plane4_2AJ430-02-364C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-401C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-402C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-650C,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-652C,1
Sta02_Struct,SKILL,Plane4_2AJ430-02-672C,1
Sta02_Struct,SKILL,Plane4_2AJ430-02-673C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-718Y,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-730CA,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-750C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-758C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-760C,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-764W,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-835W,1
Sta02_Test,SKILL,Plane4_2AJ430-02-8A17,1
Sta02_Test,SKILL,Plane4_2AJ430-02-8A36A,1
Sta02_Test,SKILL,Plane4_2AJ430-02-8A43A,1
Sta02_Struct,SKILL,Plane4_2AJ430-02-8A51,1
Sta02_Test,SKILL,Plane4_2AJ430-02-8A52,1
Sta02_Test,SKILL,Plane4_2AJ430-02-8A53,1
Sta02_Test,SKILL,Plane4_2AJ430-02-8B36,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-908U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-909UA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-910U,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-911UA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-952CA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-953CA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-954C,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-955C,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-956WA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-957CA,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-958W,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-959WA,1
Sta02_Elec,SKILL,Plane4_2AJ430-02-961WA,1
Sta02_Plumb,SKILL,Plane4_2AJ430-02-975U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-110YB,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-111U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-113U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-117UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-120UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-122U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-124UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-126UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-146U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-1MV3,4
Sta03_Plumb,SKILL,Plane4_2AJ430-03-204C,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-206C,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-207WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-208WB,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-209WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-255W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-257X,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-259W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-261W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-263W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-265WA,1
Sta03_Struct,SKILL,Plane4_2AJ430-03-267CA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-310U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-314U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-315UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-316U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-318U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-320U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-322U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-323U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-324U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-325UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-326U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-328U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-330UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-331U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-332UA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-333U,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-334U,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-407WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-408WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-410WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-552X,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-553WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-554WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-555WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-556WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-557W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-559WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-560WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-624WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-626WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-628X,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-629WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-630X,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-631WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-633WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-634WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-635WA,1
Sta03_Plumb,SKILL,Plane4_2AJ430-03-710YA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-766W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-768W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-770W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-772W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-774WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-776WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-843WB,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-857WB,1
Sta03_Test,SKILL,Plane4_2AJ430-03-8A13,1
Sta03_Test,SKILL,Plane4_2AJ430-03-8A32A,1
Sta03_Test,SKILL,Plane4_2AJ430-03-8A64,1
Sta03_Test,SKILL,Plane4_2AJ430-03-8B17,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-981WA,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-982W,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-983X,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-984X,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-985X,1
Sta03_Elec,SKILL,Plane4_2AJ430-03-986X,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-007U,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-033W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-035W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-037C,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-119U,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-121UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-123UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-125UB,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-127UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-128U,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-130UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-132UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-136U,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-143UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-149UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-150U,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-151UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-153UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-155UB,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-156U,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-159UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-161UA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-163U,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-165U,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-167UA,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-1MV4,4
Sta04_Elec,SKILL,Plane4_2AJ430-04-212WA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-218CA,1
Sta04_Plumb,SKILL,Plane4_2AJ430-04-246U,1
LFF,SKILL,Plane4_2AJ430-04-535F,1
LFF,SKILL,Plane4_2AJ430-04-540F,1
LFF,SKILL,Plane4_2AJ430-04-543F,1
LFF,SKILL,Plane4_2AJ430-04-545F,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-558W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-561W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-562W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-563W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-564W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-565W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-567W,1
Sta04_Elec,SKILL,Plane4_2AJ430-04-632W,1
